----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |      Observed      |        Ritz        |         Rel. |    Aki     | Acc. |          Ei           Ek          |              Lower level              |              Upper level              |  gi   gk  |Type|                     TP  |        Line  |
          |     Wavelength     |     Wavelength     |         Int. |   (s^-1)   |      |         (eV)         (eV)         |---------------------------------------|---------------------------------------|           |    |                    Ref. |        Ref.  |
          |      Air (nm)      |      Air (nm)      |              |            |      |                                   | Conf.                  | Term  | J    | Conf.                  | Term  | J    |           |    |                         |              |
Cr I      |         524.33539  |         524.33539  |           26 | 2.19e+07   | B    |     3.39495685  -      5.75889597 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 2    | 3d4.4s.5s              | f 7D  | 1    |   5 - 3   |    |                     u10 |      L14866  |
Cr II     |         524.34633  |         524.34634  |            7 |            |      |     4.04230007  -      6.40618983 | 3d5                    | a 2F  | 5/2  | 3d4.(5D).4p            | z 4F* | 5/2  |   6 - 6   |    |                         |      L18847  |
Cr II     |         524.67731  |         524.67729  |           11 | 2.1e+05    | D    |     3.71355189  -      6.07595062 | 3d4.(a 3P).4s          | b 4P  | 1/2  | 3d4.(5D).4p            | z 4P* | 3/2  |   2 - 4   |    |                   T4502 |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         524.75646  |         524.756509 |         1250 | 1.9e+06    | B    |     0.96097008  -      3.32301217 | 3d4.4s2                | a 5D  | 0    | 3d5.(6S).4p            | z 5P* | 1    |   1 - 3   |    |             T4624,T4913 |      L14866  |
Cr I      |         524.792    |         524.79635  |           15 |            |      |     4.7780523   -      7.1399150  | 3d5.(2H).4s            | a 1H  | 5    | 3d5.(2F1).4p           | t 3G* | 4    |  11 - 9   |    |                         |        L808  |
Cr II     |         524.94346  |         524.943550 |            7 | 9.7e+04    | D    |     3.75763460  -      6.11883508 | 3d4.(a 3P).4s          | b 4P  | 3/2  | 3d4.(5D).4p            | z 6D* | 5/2  |   4 - 6   |    |                   T4502 |      L18847  |
Cr II     |         525.01658  |         525.01652  |            7 |            |      |    10.75960269  -     13.1204750  | 3d4.(5D).4d            | e 6P  | 7/2  | 3d4.(5D<4>).4f         | 2[3]* | 7/2  |   8 - 8   |    |                         |      L18847  |
Cr I      |         525.49038  |         525.49038  |           39 |            |      |     3.40961129  -      5.76835470 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 3    | 3d4.4s.5s              | f 7D  | 2    |   7 - 5   |    |                         |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         525.5117   |         525.51150  |          100 |            |      |     3.46352846  -      5.82217709 | 3d4.(5D).4s.4p.(3P*)   | y 7P* | 4    | 3d4.4s.5s              | f 7D  | 5    |   9 - 11  |    |                         |       L9190  |
Cr I      |         525.70738  |         525.70736  |            6 |            |      |     3.43483022  -      5.79260011 | 3d4.4s2                | b 3G  | 4    | 3d4.(3G).4s.4p.(3P*)   | w 5F* | 4    |   9 - 9   |    |                         |      L14866  |
Cr II     |         526.01604  |         526.01606  |           13 |            |      |    10.74837826  -     13.1047645  | 3d4.(5D).4d            | e 6P  | 5/2  | 3d4.(5D<4>).4f         | 2[1]* | 3/2  |   6 - 4   |    |                         |      L18847  |
Cr I      |         526.17505  |         526.17509  |           24 | 1.3e+07    | D    |     3.69779036  -      6.05346439 | 3d4.(5D).4s.4p.(3P*)   | y 5P* | 3    | 3d4.4s.5s              | f 5D  | 4    |   7 - 9   |    |                  T1621n |      L14866  |
Cr I      |         526.376    |         526.3728   |           30 |            |      |     4.48973236  -      6.844522   | 3d4.(5D).4s.4p.(3P*)   | z 3F* | 4    | 3d4.4s.5s              | e 3D  | 3    |   9 - 7   |    |                         |        L808  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         526.41530  |         526.415341 |         2600 | 4.1e+06    | B    |     0.96841323  -      3.32301217 | 3d4.4s2                | a 5D  | 1    | 3d5.(6S).4p            | z 5P* | 1    |   3 - 3   |    |             T4624,T4913 |      L14866  |
Cr I      |         526.51480  |         526.51478  |           40 |            |      |     3.42812537  -      5.78227962 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 4    | 3d4.4s.5s              | f 7D  | 3    |   9 - 7   |    |                         |      L14866  |
Cr I      |         526.57143  |         526.571497 |         1050 | 8.5e+05    | B    |     0.96841323  -      3.32231392 | 3d4.4s2                | a 5D  | 1    | 3d5.(6S).4p            | z 5P* | 2    |   3 - 5   |    |             T4624,T4913 |      L14866  |
Cr I      |         526.8948   |         526.89502  |            5 |            |      |     3.66801927  -      6.0204746  | 3d4.(5D).4s.4p.(3P*)   | y 5P* | 2    | 3d4.4s.5s              | f 5D  | 2    |   5 - 5   |    |                         |      L14866  |
Cr I      |         527.19995  |         527.20003  |           33 | 1.01e+07   | B    |     3.44926486  -      5.80035925 | 3d4.(5D).4s.4p.(3P*)   | y 7P* | 3    | 3d4.4s.5s              | f 7D  | 4    |   7 - 9   |    |                     u10 |      L14866  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr IV     |                    |         527.227    |              | 8.8e-02    | E    |     1.90965     -      4.26063    | 3d3                    | 2G    | 9/2  | 3d3                    | 2F    | 7/2  |  10 - 8   | E2 |                   T233n |              |
Cr IV     |                    |         527.227    |              | 1.9e-02    | E    |     1.90965     -      4.26063    | 3d3                    | 2G    | 9/2  | 3d3                    | 2F    | 7/2  |  10 - 8   | M1 |                    T233 |              |
Cr I      |         527.34250  |         527.34250  |           28 |            |      |     3.44990005  -      5.80035925 | 3d4.(5D).4s.4p.(3P*)   | z 7D* | 5    | 3d4.4s.5s              | f 7D  | 4    |  11 - 9   |    |                         |      L14866  |
Cr II     |         527.36921  |         527.36924  |           23 |            |      |    10.68313174  -     13.0334718  | 3d4.(5D).4d            | e 4S  | 3/2  | 3d4.(5D<0>).4f         | 2[3]* | 5/2  |   4 - 6   |    |                         |      L18847  |
Cr II     |         527.497462 |         527.49748  |           92 |            |      |     4.07122603  -      6.42099465 | 3d5                    | b 4F  | 7/2  | 3d4.(5D).4p            | z 4F* | 7/2  |   8 - 8   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         527.51736  |         527.517400 |          100 |            |      |     3.37521458  -      5.72489449 | 3d5.(4P).4s            | b 3P  | 2    | 3d5.(4P).4p            | y 3D* | 3    |   5 - 7   |    |                         |      L14866  |
Cr I      |         527.52747  |         527.527490 |          150 |            |      |     2.88945204  -      5.23908701 | 3d5.(6S).4p            | z 7P* | 2    | 3d5.(6S).4d            | e 7D  | 3    |   5 - 7   |    |                         |      L14866  |
Cr I      |         527.57463  |         527.574647 |          220 |            |      |     2.88945204  -      5.23887699 | 3d5.(6S).4p            | z 7P* | 2    | 3d5.(6S).4d            | e 7D  | 2    |   5 - 5   |    |                         |      L14866  |
Cr I      |         527.60670  |         527.60670  |          250 |            |      |     2.88945204  -      5.23873425 | 3d5.(6S).4p            | z 7P* | 2    | 3d5.(6S).4d            | e 7D  | 1    |   5 - 3   |    |                         |      L14866  |
Cr II     |         527.80579  |         527.80561  |            9 |            |      |    10.74374802  -     13.0921449  | 3d4.(5D).4d            | e 6G  | 5/2  | 3d4.(5D<3>).4f         | 2[2]* | 5/2  |   6 - 6   |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr I      |         527.8235   |         527.82469  |           40 |            |      |     4.46766546  -      6.8159774  | 3d4.(5D).4s.4p.(3P*)   | z 3F* | 3    | 3d4.4s.5s              | e 3D  | 2    |   7 - 5   |    |                         |       L9190  |
Cr II     |         527.98777  |         527.98772  |           21 | 2.4e+05    | D    |     4.07340778  -      6.42099465 | 3d5                    | b 4F  | 9/2  | 3d4.(5D).4p            | z 4F* | 7/2  |  10 - 8   |    |                   T4502 |      L18847  |
Cr II     |         528.00707  |         528.00697  |           19 |            |      |     4.07349335  -      6.42099465 | 3d5                    | b 4F  | 5/2  | 3d4.(5D).4p            | z 4F* | 7/2  |   6 - 8   |    |                         |      L18847  |
Cr I      |         528.02814  |         528.02817  |           29 |            |      |     3.36940784  -      5.71681487 | 3d5.(4P).4s            | b 3P  | 1    | 3d5.(4P).4p            | y 3D* | 2    |   3 - 5   |    |                         |      L14866  |
Cr II     |         528.45169  |         528.45180  |           13 |            |      |    10.78415504  -     13.1296803  | 3d4.(5D).4d            | e 6G  | 11/2 | 3d4.(5D<4>).4f         | 2[5]* | 11/2 |  12 - 12  |    |                         |      L18847  |
          |                    |                    |              |            |      |                                   |                        |       |      |                        |       |      |           |    |                         |              |
Cr II     |         528.45404  |         528.45417  |            9 |            |      |    10.74837826  -     13.0938930  | 3d4.(5D).4d            | e 6P  | 5/2  | 3d4.(5D<3>).4f         | 2[3]* | 7/2  |   6 - 8   |    |                         |      L18847  |
