------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |     Observed      |       Ritz        |      Rel. |    Aki     | Acc. |         Ei           Ek         |              Lower level              |              Upper level               |  gi   gk  |Type|                 TP  |        Line  |
          |    Wavelength     |    Wavelength     |      Int. |   (s^-1)   |      |        (eV)         (eV)        |---------------------------------------|----------------------------------------|           |    |                Ref. |        Ref.  |
          |     Air (nm)      |     Air (nm)      |           |            |      |                                 | Conf.                 | Term    | J   | Conf.                 | Term    | J    |           |    |                     |              |
Al II     |         443.282   |         443.2846  |         5 |            |      |    15.472500   -     18.268659  | 3s.4d                 | 1D      | 2   | 3s.10f                | 1F*     | 3    |   5 - 7   |    |                     |       L3471  |
Al IV     |         443.615   |         443.626   |         7 |            |      |    99.84568    -    102.63969   | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 0   | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1    |   1 - 3   |    |                     |       L2829  |
Al II     |         444.7803  |         444.7805  |       200 |            |      |    15.472500   -     18.259254  | 3s.4d                 | 1D      | 2   | 3s.11p                | 1P*     | 1    |   5 - 3   |    |                     |       L4575  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |         446.885   |         446.894   |        20 |            |      |    99.54784    -    102.32142   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4p | 2[3/2]  | 1    |   3 - 3   |    |                     |       L2829  |
Al III    |         447.9892  |         447.989   |        12 |            |      |    20.781332   -     23.548131  | 2p6.4f                | 2F*     | 5/2 | 2p6.5g                | 2G      | 7/2  |   6 - 8   |    |                     |        L277  |
Al III    |         447.9968  |         447.997   |        12 |            |      |    20.781409   -     23.548155  | 2p6.4f                | 2F*     | 7/2 | 2p6.5g                | 2G      | 9/2  |   8 - 10  |    |                     |        L277  |
Al II     |         448.9870  |         448.9870  |        10 |            |      |    15.6057688  -     18.366415  | 3s.5p                 | 1P*     | 1   | 3s.11d                | 1D      | 2    |   3 - 5   |    |                     |       L4575  |
Al IV     |         450.225   |         450.237   |        30 |            |      |    99.96039    -    102.71337   | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 2    |   3 - 5   |    |                     |       L2829  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al IV     |         450.374   |         450.371   |        40 |            |      |    99.42073    -    102.17290   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 2   | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 3    |   5 - 7   |    |                     |       L2829  |
Al III    |         451.2564  |         451.257   |        13 | 2.09e+08   | A+   |    17.808269   -     20.555031  | 2p6.4p                | 2P*     | 1/2 | 2p6.4d                | 2D      | 3/2  |   2 - 4   |    |                 c32 |        L277  |
Al III    |         452.8942  |         452.894   |        11 | 4.15e+07   | A+   |    17.818203   -     20.555031  | 2p6.4p                | 2P*     | 3/2 | 2p6.4d                | 2D      | 3/2  |   4 - 4   |    |                 c32 |        L277  |
Al III    |         452.9194  |         452.919   |        14 | 2.49e+08   | A+   |    17.818203   -     20.554884  | 2p6.4p                | 2P*     | 3/2 | 2p6.4d                | 2D      | 5/2  |   4 - 6   |    |                 c32 |        L277  |
Al IV     |         454.927   |         454.925   |         5 |            |      |   103.73342    -    106.45804   | 2s2.2p5.(2P*<1/2>).4p | 2[1/2]  | 0   | 2s2.2p5.(2P*<1/2>).4d | 2[3/2]* | 1    |   1 - 3   |    |                     |       L2829  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al VIII   |                   |         455       |           | 2.14e+05   | D    |   184.146      -    186.870     | 2s2.2p.3d             | 3D*     | 2   | 2s.2p2.(4P).3s        | 3P      | 2?   |   5 - 5   |    |          T5520c4,LS |              |
Al XII    |                   |         456.8     |           | 7.99e+06   | A+   | [1865.9940]    -  [1868.7073]   | 1s.3s                 | 1S      | 0   | 1s.3p                 | 1P*     | 1    |   1 - 3   |    |            T5231c63 |              |
Al II     |         458.5817  |         458.5818  |       500 | 1.00e+07   | C+   |    15.062034   -     17.764921  | 3s.4d                 | 3D      | 3   | 3s.7f                 | 3F*     | 4    |   7 - 9   |    |          T6298c4,LS |       L4575  |
Al II     |         458.8082  |         458.8110  |         5 | 1.12e+06   | D    |    15.062034   -     17.763571  | 3s.4d                 | 3D      | 3   | 3s.7f                 | 3F*     | 3    |   7 - 7   |    |          T6298c4,LS |       L3471  |
Al II     |         458.8191  |         458.8199  |       400 | 8.91e+06   | C+   |    15.062086   -     17.763571  | 3s.4d                 | 3D      | 2   | 3s.7f                 | 3F*     | 3    |   5 - 7   |    |          T6298c4,LS |       L4575  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         458.9591  |           | 4.40e+04   | E    |    15.062034   -     17.762699  | 3s.4d                 | 3D      | 3   | 3s.7f                 | 3F*     | 2    |   7 - 5   |    |          T6298c4,LS |              |
Al II     |         458.9674  |         458.9680  |       200 | 1.56e+06   | D    |    15.062086   -     17.762699  | 3s.4d                 | 3D      | 2   | 3s.7f                 | 3F*     | 2    |   5 - 5   |    |          T6298c4,LS |       L4575  |
Al II     |         458.9742  |         458.9750  |       300 | 8.41e+06   | C    |    15.0621275  -     17.762699  | 3s.4d                 | 3D      | 1   | 3s.7f                 | 3F*     | 2    |   3 - 5   |    |          T6298c4,LS |       L4575  |
Al II     |         460.97    |         460.9864  |         7 |            |      |    15.062034   -     17.750823  | 3s.4d                 | 3D      | 3   | 3s.8p                 | 3P*     | 2    |   7 - 5   |    |                     |       L3471  |
Al II     |                   |         461.0650  |           |            |      |    15.062086   -     17.750416  | 3s.4d                 | 3D      | 2   | 3s.8p                 | 3P*     | 1    |   5 - 3   |    |                     |              |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |                   |         461.1010  |           |            |      |    15.0621275  -     17.75025   | 3s.4d                 | 3D      | 1   | 3s.8p                 | 3P*     | 0    |   3 - 1   |    |                     |              |
Al IV     |         462.035   |         462.038   |        15 |            |      |    99.54784    -    102.23051   | 2s2.2p5.(2P*<3/2>).4s | 2[3/2]* | 1   | 2s2.2p5.(2P*<3/2>).4p | 2[5/2]  | 2    |   3 - 5   |    |                     |       L2829  |
Al IV     |         462.606   |         462.619   |         5 |            |      |    99.96039    -    102.63969   | 2s2.2p5.(2P*<1/2>).4s | 2[1/2]* | 1   | 2s2.2p5.(2P*<1/2>).4p | 2[3/2]  | 1    |   3 - 3   |    |                     |       L2829  |
Al II     |         462.97    |         462.9518  |         7 |            |      |    15.0475560  -     17.724930  | 3s.5s                 | 1S      | 0   | 3s.8p                 | 1P*     | 1    |   1 - 3   |    |                     |       L3471  |
Al II     |         463.15    |         463.158   |         5 |            |      |    15.585203   -     18.26138   | 3s.5p                 | 3P*     | 0   | 3s.10d                | 3D      | 1    |   1 - 3   |    |                     |       L3471  |
          |                   |                   |           |            |      |                                 |                       |         |     |                       |         |      |           |    |                     |              |
Al II     |         463.32    |         463.3091  |         5 |            |      |    15.5859081  -     18.261217  | 3s.5p                 | 3P*     | 1   | 3s.10d                | 3D      | 2    |   3 - 5   |    |                     |       L3471  |
Al II     |         463.5763  |         463.5760  |        30 |            |      |    15.5875044  -     18.261273  | 3s.5p                 | 3P*     | 2   | 3s.10d                | 3D      | 3    |   5 - 7   |    |                     |       L4575  |
