---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |          Observed          |   Unc.   |            Ritz            |     Unc.     |  Rel. |     Aki      | Acc. |         Ei           Ek         |      Lower level      |      Upper level      |  gi   gk  |Type|      TP  |       Line  |
          |         Wavelength         |   (nm)   |         Wavelength         |     (nm)     |  Int. |    (s^-1)    |      |        (eV)         (eV)        |-----------------------|-----------------------|           |    |     Ref. |       Ref.  |
          |          Vac (nm)          |          |          Vac (nm)          |              |       |              |      |                                 | Conf.  | Term | J     | Conf.  | Term | J     |           |    |          |             |
He I      |                            |          |             8435.184798    |  0.000009    |       | 1.4323e+04   | AAA  | [24.30428952]  -  [24.45127409] | 1s.7p  | 3P*  | 1     | 1s.10d | 3D   | 1     |   3 - 3   |    | T8636c73 |             |
He I      |                            |          |             8435.193182    |  0.000009    |       | 2.5779e+04   | AAA  | [24.30428952]  -  [24.45127394] | 1s.7p  | 3P*  | 1     | 1s.10d | 3D   | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             8435.325853    |  0.000009    |       | 1.9097e+04   | AAA  | [24.30429198]  -  [24.45127409] | 1s.7p  | 3P*  | 0     | 1s.10d | 3D   | 1     |   1 - 3   |    | T8636c73 |             |
He I      |                            |          |             8529.46551     |  0.00005     |       | 5.9321e+05   | AAA  | [24.04580053]  -  [24.19116040] | 1s.5p  | 1P*  | 1     | 1s.6s  | 1S   | 0     |   3 - 1   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8726.299097    |  0.000005    |       | 1.0833e+04   | AAA  | [24.30959750]  -  [24.45167858] | 1s.7d  | 1D   | 2     | 1s.10p | 1P*  | 1     |   5 - 3   |    | T8636c73 |             |
He I      |                            |          |             8743.6973920   |  0.0000005   |       | 1.382e+03    | AA   | [24.30954102]  -  [24.45133938] | 1s.7d  | 3D   | 3     | 1s.10f | 1F*  | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             8743.6992345   |  0.0000005   |       | 1.066e+04    | AA   | [24.30954105]  -  [24.45133938] | 1s.7d  | 3D   | 2     | 1s.10f | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             8743.7042699   |  0.0000005   |       | 2.4983e+02   | AAA  | [24.30954102]  -  [24.45133927] | 1s.7d  | 3D   | 3     | 1s.10f | 3F*  | 2     |   7 - 5   |    | T8636c73 |             |
He I      |                            |          |             8743.7061124   |  0.0000005   |       | 8.7432e+03   | AAA  | [24.30954105]  -  [24.45133927] | 1s.7d  | 3D   | 2     | 1s.10f | 3F*  | 2     |   5 - 5   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8743.7084814   |  0.0000005   |       | 5.6211e+04   | AAA  | [24.30954102]  -  [24.45133920] | 1s.7d  | 3D   | 3     | 1s.10f | 3F*  | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             8743.7107295   |  0.0000005   |       | 4.8633e+03   | AAA  | [24.30954102]  -  [24.45133916] | 1s.7d  | 3D   | 3     | 1s.10f | 3F*  | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             8743.7125721   |  0.0000005   |       | 3.9310e+04   | AAA  | [24.30954105]  -  [24.45133916] | 1s.7d  | 3D   | 2     | 1s.10f | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             8743.7324097   |  0.0000005   |       | 4.7217e+04   | AAA  | [24.30954147]  -  [24.45133927] | 1s.7d  | 3D   | 1     | 1s.10f | 3F*  | 2     |   3 - 5   |    | T8636c73 |             |
He I      |                            |          |             8747.1817488   |  0.0000005   |       | 4.4184e+04   | AAA  | [24.30959750]  -  [24.45133938] | 1s.7d  | 1D   | 2     | 1s.10f | 1F*  | 3     |   5 - 7   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8747.1950970   |  0.0000005   |       | 1.204e+04    | AA   | [24.30959750]  -  [24.45133916] | 1s.7d  | 1D   | 2     | 1s.10f | 3F*  | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             8754.69033598  |  0.00000010  |       | 3.494e+03    | AA   | [24.30972741]  -  [24.45134772] | 1s.7f  | 3F*  | 3     | 1s.10g | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             8754.69196829  |  0.00000010  |       | 4.2851e+03   | AAA  | [24.30972741]  -  [24.45134770] | 1s.7f  | 3F*  | 3     | 1s.10g | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             8754.69702779  |  0.00000010  |       | 6.4125e+04   | AAA  | [24.30972741]  -  [24.45134761] | 1s.7f  | 3F*  | 3     | 1s.10g | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             8754.69758287  |  0.00000010  |       | 2.127e+03    | AA   | [24.30972753]  -  [24.45134772] | 1s.7f  | 3F*  | 4     | 1s.10g | 1G   | 4     |   9 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8754.69921519  |  0.00000010  |       | 9.0499e+01   | AAA  | [24.30972753]  -  [24.45134770] | 1s.7f  | 3F*  | 4     | 1s.10g | 3G   | 3     |   9 - 7   |    | T8636c73 |             |
He I      |                            |          |             8754.70162779  |  0.00000010  |       | 7.0951e+04   | AAA  | [24.30972753]  -  [24.45134766] | 1s.7f  | 3F*  | 4     | 1s.10g | 3G   | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             8754.70427469  |  0.00000010  |       | 2.3071e+03   | AAA  | [24.30972753]  -  [24.45134761] | 1s.7f  | 3F*  | 4     | 1s.10g | 3G   | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             8754.71152809  |  0.00000010  |       | 6.5159e+04   | AAA  | [24.30972773]  -  [24.45134770] | 1s.7f  | 3F*  | 2     | 1s.10g | 3G   | 3     |   5 - 7   |    | T8636c73 |             |
He I      |                            |          |             8754.72779229  |  0.00000010  |       | 6.5330e+04   | AAA  | [24.30972802]  -  [24.45134772] | 1s.7f  | 1F*  | 3     | 1s.10g | 1G   | 4     |   7 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8754.72942462  |  0.00000010  |       | 1.416e+03    | AA   | [24.30972802]  -  [24.45134770] | 1s.7f  | 1F*  | 3     | 1s.10g | 3G   | 3     |   7 - 7   |    | T8636c73 |             |
He I      |                            |          |             8754.73448415  |  0.00000010  |       | 4.519e+03    | AA   | [24.30972802]  -  [24.45134761] | 1s.7f  | 1F*  | 3     | 1s.10g | 3G   | 4     |   7 - 9   |    | T8636c73 |             |
He I      |                            |          |             8756.041943865 |  0.000000023 |       | 2.504e+00    | AA   | [24.30975128]  -  [24.45134974] | 1s.7g  | 3G   | 4     | 1s.10h | 1H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             8756.043115065 |  0.000000023 |       | 2.0079e+03   | AAA  | [24.30975128]  -  [24.45134972] | 1s.7g  | 3G   | 4     | 1s.10h | 3H*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             8756.046413696 |  0.000000023 |       | 7.7373e+04   | AAA  | [24.30975128]  -  [24.45134966] | 1s.7g  | 3G   | 4     | 1s.10h | 3H*  | 5     |   9 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8756.049672370 |  0.000000023 |       | 1.532e+03    | AA   | [24.30975141]  -  [24.45134974] | 1s.7g  | 3G   | 5     | 1s.10h | 1H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |             8756.050843572 |  0.000000023 |       | 3.9022e+01   | AAA  | [24.30975141]  -  [24.45134972] | 1s.7g  | 3G   | 5     | 1s.10h | 3H*  | 4     |  11 - 9   |    | T8636c73 |             |
He I      |                            |          |             8756.052413006 |  0.000000023 |       | 7.9019e+04   | AAA  | [24.30975141]  -  [24.45134969] | 1s.7g  | 3G   | 5     | 1s.10h | 3H*  | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |             8756.054142210 |  0.000000023 |       | 1.6286e+03   | AAA  | [24.30975141]  -  [24.45134966] | 1s.7g  | 3G   | 5     | 1s.10h | 3H*  | 5     |  11 - 11  |    | T8636c73 |             |
He I      |                            |          |             8756.057880268 |  0.000000023 |       | 7.5117e+04   | AAA  | [24.30975152]  -  [24.45134972] | 1s.7g  | 3G   | 3     | 1s.10h | 3H*  | 4     |   7 - 9   |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
He I      |                            |          |             8756.061459157 |  0.000000023 |       | 7.7484e+04   | AAA  | [24.30975160]  -  [24.45134974] | 1s.7g  | 1G   | 4     | 1s.10h | 1H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             8756.062630362 |  0.000000023 |       | 1.855e+03    | AA   | [24.30975160]  -  [24.45134972] | 1s.7g  | 1G   | 4     | 1s.10h | 3H*  | 4     |   9 - 9   |    | T8636c73 |             |
He I      |                            |          |             8756.065929008 |  0.000000023 |       | 1.676e+01    | AA   | [24.30975160]  -  [24.45134966] | 1s.7g  | 1G   | 4     | 1s.10h | 3H*  | 5     |   9 - 11  |    | T8636c73 |             |
He I      |                            |          |             8756.353345481 |  0.000000008 |       | 1.567e+00    | AA   | [24.30975696]  -  [24.45135038] | 1s.7h  | 3H*  | 5     | 1s.10i | 1I   | 6     |  11 - 13  |    | T8636c73 |             |
He I      |                            |          |             8756.354223572 |  0.000000008 |       | 1.2288e+03   | AAA  | [24.30975696]  -  [24.45135036] | 1s.7h  | 3H*  | 5     | 1s.10i | 3I   | 5     |  11 - 11  |    | T8636c73 |             |
          |                            |          |                            |              |       |              |      |                                 |        |      |       |        |      |       |           |    |          |             |
